Description,Measure,Energy
Rice; white; long-grain; parboiled; enriched; cooked,1.0 cup,194
Rice; white; long-grain; parboiled; enriched; dry,1.0 cup,692
Rice; white; long-grain; parboiled; unenriched; cooked,1.0 cup,194
Rice; white; long-grain; parboiled; unenriched; dry,1.0 cup,692
Rice; white; long-grain; precooked or instant; enriched; dry,1.0 cup,361
Rice; white; long-grain; precooked or instant; enriched; prepared,1.0 cup,205
Rice; white; long-grain; regular; cooked; enriched,1.0 cup,205
Rice; white; long-grain; regular; cooked; enriched; with salt,1.0 cup,205
Rice; white; long-grain; regular; cooked; unenriched; with salt,1.0 cup,205
Rice; white; long-grain; regular; cooked; unenriched; without salt,1.0 cup,205
Rice; white; long-grain; regular; raw; enriched,1.0 cup,675
Rice; white; long-grain; regular; raw; unenriched,1.0 cup,675
Rice; white; medium-grain; cooked,1.0 cup,242
Rice; white; medium-grain; cooked; unenriched,1.0 cup,242
Rice; white; medium-grain; raw; enriched,1.0 cup,702
Rice; white; medium-grain; raw; unenriched,1.0 cup,702
Rice; white; short-grain; cooked,1.0 cup,242
Rice; white; short-grain; cooked; unenriched,1.0 cup,266
Rice; white; short-grain; raw,1.0 cup,716
Rice; white; short-grain; raw; unenriched,1.0 cup,716
Rice; white; steamed; Chinese restaurant,1.0 cup; loosely packed,199
Roast beef spread,1.0 serving .25 cup,127
Roast beef; deli style; prepackaged; sliced,1.0 slice oval,11
Rolls; dinner; egg,1.0 oz,87
Rolls; dinner; oat bran,1.0 oz,67
Rolls; dinner; plain; commercially prepared (includes brown-and-serve),1.0 roll (1 oz),87
Rolls; dinner; plain; prepared from recipe; made with low fat (2%) milk,1.0 oz,90
Rolls; dinner; rye,"1.0 large (approx 3-1/2"" to 4"" dia)",123
Rolls; dinner; wheat,1.0 roll (1 oz),76
Rolls; dinner; whole-wheat,1.0 roll (1 oz),74
Rolls; french,1.0 oz,79
Rolls; hamburger or hotdog; mixed-grain,1.0 oz,75
Rolls; hamburger or hotdog; plain,1.0 roll,117
Rolls; hamburger or hotdog; reduced-calorie,1.0 oz,56
Rolls; hard (includes kaiser),1.0 oz,83
Rolls; pumpernickel,"1.0 medium (2-1/2"" dia)",100
Rose Hips; wild (Northern Plains Indians),1.0 cup,206
Roselle; raw,1.0 cup; without refuse,28
Rosemary; fresh,1.0 tsp,1
Rowal; raw,0.5 cup,127
Ruffed Grouse; breast meat; skinless; raw,4.0 oz,127
Rutabagas; cooked; boiled; drained; with salt,0.5 cup; mashed,36
Rutabagas; cooked; boiled; drained; without salt,1.0 cup; cubes,51
Rutabagas; raw,1.0 cup; cubes,52
Rye flour; dark,1.0 cup,416
Rye flour; light,1.0 cup,364
Rye flour; medium,1.0 cup,356
Rye grain,1.0 cup,571
Salad dressing; bacon and tomato,1.0 tbsp,49
Salad dressing; blue or roquefort cheese dressing; commercial; regular,1.0 tbsp,73
Salad dressing; blue or roquefort cheese dressing; fat-free,1.0 tbsp,20
Salad dressing; blue or roquefort cheese dressing; light,1.0 tbsp,14
Salad dressing; blue or roquefort cheese; low calorie,1.0 tbsp,15
Salad dressing; buttermilk; lite,1.0 tablespoon,30
Salad dressing; caesar dressing; regular,1.0 tbsp,80
Salad dressing; caesar; fat-free,2.0 tbsp (1 NLEA serving),45
Salad dressing; caesar; low calorie,1.0 tbsp,16
Salad dressing; coleslaw,1.0 tbsp,62
Salad Dressing; coleslaw dressing; reduced fat,1.0 tbsp,56
Salad dressing; french dressing; commercial; regular,1.0 tbsp,73
Salad dressing; french dressing; commercial; regular; without salt,1.0 tablespoon,69
Salad dressing; french dressing; fat-free,1.0 tablespoon,21
Salad dressing; french dressing; reduced calorie,1.0 tbsp,32
Salad dressing; french dressing; reduced fat,1.0 tablespoon,36
Salad dressing; french dressing; reduced fat; without salt,1.0 tablespoon,37
Salad dressing; french; cottonseed; oil; home recipe,1.0 tablespoon,88
Salad dressing; french; home recipe,1.0 tablespoon,88
Salad dressing; green goddess; regular,1.0 tbsp,64
Salad dressing; home recipe; vinegar and oil,1.0 tablespoon,72
Salad dressing; honey mustard dressing; reduced calorie,2.0 tbsp (1 serving),62
Salad dressing; honey mustard; regular,2.0 tbsp,139
Salad dressing; italian dressing; commercial; reduced fat,1.0 tablespoon,15
Salad dressing; italian dressing; commercial; regular,1.0 tbsp,35
Salad dressing; italian dressing; commercial; regular; without salt,1.0 tablespoon,43
Salad dressing; italian dressing; fat-free,1.0 tbsp,7
Salad dressing; italian dressing; reduced calorie,1.0 tbsp,28
Salad dressing; italian dressing; reduced fat; without salt,1.0 tablespoon,11
Salad dressing; KRAFT Mayo Fat Free Mayonnaise Dressing,1.0 tbsp,11
Salad dressing; KRAFT Mayo Light Mayonnaise,1.0 tbsp,50
Salad dressing; KRAFT MIRACLE WHIP FREE Nonfat Dressing,1.0 tbsp,13
Salad dressing; mayonnaise and mayonnaise-type; low calorie,1.0 tbsp,38
Salad dressing; mayonnaise type; regular; with salt,1.0 tbsp,37
Salad Dressing; mayonnaise-like; fat-free,1.0 tbsp,13
Salad dressing; mayonnaise; imitation; milk cream,1.0 tablespoon,15
Salad dressing; mayonnaise; imitation; soybean,1.0 tbsp,35
Salad dressing; mayonnaise; imitation; soybean without cholesterol,1.0 tablespoon,68
Salad dressing; mayonnaise; light,1.0 tablespoon,36
Salad Dressing; mayonnaise; light; SMART BALANCE; Omega Plus light,1.0 tbsp (1 NLEA serving),47
Salad dressing; mayonnaise; regular,1.0 tbsp,94
Salad dressing; mayonnaise; soybean and safflower oil; with salt,1.0 tablespoon,99
Salad dressing; mayonnaise; soybean oil; without salt,1.0 tablespoon,99
Salad dressing; peppercorn dressing; commercial; regular,1.0 tbsp,76
Salad dressing; poppyseed; creamy,2.0 tbsp,132
Salad dressing; ranch dressing; commercial; regular,1.0 tablespoon,63
Salad dressing; ranch dressing; fat-free,1.0 tablespoon,17
Salad dressing; ranch dressing; reduced fat,1.0 tablespoon,29
Salad dressing; russian dressing,1.0 tbsp,53
Salad dressing; russian dressing; low calorie,1.0 tablespoon,23
Salad dressing; sesame seed dressing; regular,1.0 tablespoon,66
Salad dressing; spray-style dressing; assorted flavors,1.0 serving (approximately 10 sprays),13
Salad dressing; sweet and sour,1.0 tbsp,2
Salad dressing; thousand island dressing; fat-free,1.0 tbsp,21
Salad dressing; thousand island dressing; reduced fat,1.0 tablespoon,29
Salad dressing; thousand island; commercial; regular,1.0 tbsp,61
Salami; cooked; beef,1.0 slice,68
Salami; cooked; beef and pork,1.0 slice round,41
Salami; cooked; turkey,1.0 serving,48
Salami; dry or hard; pork,1.0 package (4 oz),460
Salami; dry or hard; pork; beef,1.0 slice,37
Salami; Italian; pork,1.0 oz,119
Salami; Italian; pork and beef; dry; sliced; 50% less sodium,1.0 serving 5 slices,98
Salami; pork; beef; less sodium,3.527 oz,396
Salmon; red (sockeye); filets with skin; smoked (Alaska Native),1.0 filet,373
Salmon; sockeye; canned; drained solids; without skin and bones,3.0 oz,134
Salmon; sockeye; canned; total can contents,3.0 oz,130
Salsify; (vegetable oyster); raw,1.0 cup slices,109
Salsify; cooked; boiled; drained; with salt,1.0 cup slices,92
Salsify; cooked; boiled; drained; without salt,1.0 cup; sliced,92
Salt; table,1.0 tsp,0
Sandwich spread; meatless,1.0 tbsp,22
Sandwich spread; pork; beef,1.0 tbsp,35
Sandwich spread; with chopped pickle; regular; unspecified oils,1.0 tablespoon,58
Sapodilla; raw,1.0 cup; pulp,200
Sapote; mamey; raw,"1.0 cup 1"" pieces",217
Sauce; barbecue,1.0 tbsp,29
Sauce; barbecue; BULL'S-EYE; original,1.0 tbsp,27
Sauce; barbecue; KC MASTERPIECE; original,1.0 tbsp,29
Sauce; barbecue; KRAFT; original,1.0 tbsp,28
Sauce; barbecue; OPEN PIT; original,1.0 tbsp,22
Sauce; barbecue; SWEET BABY RAY'S; original,1.0 tbsp,35
Sauce; cheese; ready-to-serve,0.25 cup,110
Sauce; chili; peppers; hot; immature green; canned,1.0 tbsp,3
Sauce; cocktail; ready-to-serve,0.25 cup,74
Sauce; duck; ready-to-serve,2.0 Tbsp,81
Sauce; fish; ready-to-serve,1.0 tbsp,6
Sauce; hoisin; ready-to-serve,1.0 tbsp,35
Sauce; homemade; white; medium,1.0 cup,368
Sauce; homemade; white; thick,1.0 cup,465
Sauce; homemade; white; thin,1.0 cup,262
Sauce; oyster; ready-to-serve,1.0 tbsp,9
Sauce; pasta; spaghetti/marinara; ready-to-serve,1.0 serving 1/2 cup,65
Sauce; pasta; spaghetti/marinara; ready-to-serve; low sodium,1.0 serving 1/2 cup,65
Sauce; peanut; made from coconut; water; sugar; peanuts,1.0 tbsp,30
Sauce; peanut; made from peanut butter; water; soy sauce,1.0 tbsp,46
Sauce; peppers; hot; chili; mature red; canned,1.0 tbsp,3
Sauce; pizza; canned; ready-to-serve,0.25 cup,34
Sauce; plum; ready-to-serve,1.0 tbsp,35
Sauce; ready-to-serve; pepper or hot,1.0 tsp,1
Sauce; ready-to-serve; pepper; TABASCO,1.0 tsp,1
Sauce; salsa; ready-to-serve,2.0 tbsp,10
Sauce; salsa; verde; ready-to-serve,2.0 Tbsp,11
Sauce; sofrito; prepared from recipe,0.5 cup,244
Sauce; steak; tomato based,2.0 Tbsp,32
Sauce; sweet and sour; ready-to-serve,2.0 Tbsp,52
Sauce; tartar; ready-to-serve,2.0 tablespoons,63
Sauce; teriyaki; ready-to-serve,1.0 tbsp,16
Sauce; teriyaki; ready-to-serve; reduced sodium,2.0 Tbsp,32
Sauce; tomato chili sauce; bottled; with salt,1.0 packet,6
Sauce; worcestershire,1.0 tbsp,13
Sauerkraut; canned; low sodium,1.0 cup,31
Sauerkraut; canned; solids and liquids,1.0 cup,27
Sausage; Berliner; pork; beef,1.0 slice,53
Sausage; chicken and beef; smoked,1.0 cup pieces,407
Sausage; chicken; beef; pork; skinless; smoked,1.0 link,181
Sausage; Italian; pork; cooked,1.0 link; 4/lb,286
Sausage; Italian; pork; raw,1.0 link; 4/lb,391
Sausage; Italian; sweet; links,1.0 link 3 oz,125
Sausage; Italian; turkey; smoked,1.0 serving 2 oz,88
Sausage; meatless,1.0 link,64
Sausage; Polish; beef with chicken; hot,1.0 serving 5 pieces,142
Sausage; Polish; pork and beef; smoked,1.0 serving 2.67 oz,229
Sausage; pork and beef; with cheddar cheese; smoked,12.0 oz serving 2.7 oz,228
Sausage; smoked link sausage; pork and beef,3.0 oz,272
Sausage; summer; pork and beef; sticks; with cheddar cheese,1.0 oz,121
Sausage; turkey; breakfast links; mild,2.0 oz; 2 links,132
Sausage; turkey; hot; smoked,2.0 oz,88
Sausage; Vienna; canned; chicken; beef; pork,"1.0 sausage (7/8"" dia x 2"" long)",37
"School Lunch Pizza; BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza- frozen",1.0 slice 1/8 per pizza,377
"School Lunch Pizza; BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza- frozen",1.0 slice 1/8 per pizza,387
School Lunch Pizza; TONY'S Breakfast Pizza Sausage- frozen,1.0 piece 3.2 oz,218
School Lunch Pizza; TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese- frozen,"1.0 piece 4"" x 6""",303
School Lunch Pizza; TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza 50/50 Cheese- frozen,"1.0 piece 4""x6""",302
Scrapple; pork,1.0 cubic inch,36
Seasoning mix; dry; chili; original,1.33 tbsp,30
Seasoning mix; dry; sazon; coriander  &  annatto,0.25 tsp,0
Seasoning mix; dry; taco; original,2.0 tsp,18
Seaweed; agar; raw,2.0 tbsp (1/8 cup),3
Seaweed; Canadian Cultivated EMI-TSUNOMATA; dry,0.25 cup,13
Seaweed; Canadian Cultivated EMI-TSUNOMATA; rehydrated,0.25 cup,8
Seaweed; irishmoss; raw,2.0 tbsp (1/8 cup),5
Seaweed; kelp; raw,2.0 tbsp (1/8 cup),4
Seaweed; laver; raw,10.0 sheets,9
Seaweed; spirulina; dried,1.0 cup,325
Seaweed; wakame; raw,2.0 tbsp (1/8 cup),4
Seeds; breadfruit seeds; boiled,1.0 oz,48
Seeds; breadfruit seeds; raw,1.0 oz,54
Seeds; breadfruit seeds; roasted,1.0 oz,59
Seeds; breadnut tree seeds; dried,1.0 cup,587
Seeds; breadnut tree seeds; raw,1.0 oz (8-14 seeds),62
Seeds; chia seeds; dried,1.0 oz,138
Seeds; cottonseed flour; low fat (glandless),1.0 oz,94
Seeds; cottonseed flour; partially defatted (glandless),1.0 cup,337
Seeds; cottonseed kernels; roasted (glandless),1.0 cup,754
Seeds; cottonseed meal; partially defatted (glandless),1.0 oz,104
Seeds; flaxseed,1.0 tbsp; whole,55
Seeds; lotus seeds; dried,1.0 cup,106
Seeds; lotus seeds; raw,1.0 oz,25
Seeds; pumpkin and squash seed kernels; dried,1.0 cup,721
Seeds; pumpkin and squash seed kernels; roasted; with salt added,1.0 cup,677
Seeds; pumpkin and squash seed kernels; roasted; without salt,1.0 cup,677
Seeds; pumpkin and squash seeds; whole; roasted; with salt added,1.0 cup,285
Seeds; pumpkin and squash seeds; whole; roasted; without salt,1.0 cup,285
Seeds; safflower seed kernels; dried,1.0 oz,147
Seeds; safflower seed meal; partially defatted,1.0 oz,97
Seeds; sesame butter; paste,1.0 tbsp,94
Seeds; sesame butter; tahini; from raw and stone ground kernels,1.0 tbsp,86
Seeds; sesame butter; tahini; from roasted and toasted kernels (most common type),1.0 tbsp,89
Seeds; sesame butter; tahini; from unroasted kernels (non-chemically removed seed coat),1.0 tbsp,85
Seeds; sesame butter; tahini; type of kernels unspecified,1.0 tbsp,89
Seeds; sesame flour; high-fat,1.0 oz,149
Seeds; sesame flour; low-fat,1.0 oz,94
Seeds; sesame flour; partially defatted,1.0 oz,108
Seeds; sesame meal; partially defatted,1.0 oz,161
Seeds; sesame seed kernels; dried (decorticated),1.0 cup,946
Seeds; sesame seed kernels; toasted; with salt added (decorticated),1.0 cup,726
Seeds; sesame seed kernels; toasted; without salt added (decorticated),1.0 cup,726
Seeds; sesame seeds; whole; dried,1.0 cup,825
Seeds; sesame seeds; whole; roasted and toasted,1.0 oz,160
Seeds; sisymbrium sp. seeds; whole; dried,1.0 cup,235
Seeds; sunflower seed butter; with salt added,1.0 tbsp,99
Seeds; sunflower seed butter; without salt,1.0 tbsp,99
Seeds; sunflower seed flour; partially defatted,1.0 cup,209
Seeds; sunflower seed kernels from shell; dry roasted; with salt added,1.0 cup,699
Seeds; sunflower seed kernels; dried,1.0 cup; with hulls; edible yield,269
Seeds; sunflower seed kernels; dry roasted; with salt added,1.0 cup,745
Seeds; sunflower seed kernels; dry roasted; without salt,1.0 cup,745
Seeds; sunflower seed kernels; oil roasted; with salt added,1.0 cup,799
Seeds; sunflower seed kernels; oil roasted; without salt,1.0 cup,799
Seeds; sunflower seed kernels; toasted; with salt added,1.0 cup,829
Seeds; sunflower seed kernels; toasted; without salt,1.0 cup,829
Seeds; watermelon seed kernels; dried,1.0 cup,602
Semolina; enriched,1.0 cup,601
Semolina; unenriched,1.0 cup,601
Sesbania flower; cooked; steamed; with salt,1.0 cup,22
Sesbania flower; cooked; steamed; without salt,1.0 cup,23
Sesbania flower; raw,1.0 flower,1
Shake; fast food; strawberry,1.0 fl oz,27
Shake; fast food; vanilla,1.0 fl oz,31
Shallots; freeze-dried,1.0 tbsp,3
Shallots; raw,1.0 tbsp chopped,7
Sherbet; orange,0.5 cup (4 fl oz),107
Shortening bread; soybean (hydrogenated) and cottonseed,1.0 tablespoon,113
Shortening cake mix; soybean (hydrogenated) and cottonseed (hydrogenated),1.0 tbsp,113
Shortening confectionery; coconut (hydrogenated) and or palm kernel (hydrogenated),1.0 tbsp,113
Shortening frying (heavy duty); beef tallow and cottonseed,1.0 tbsp,115
Shortening frying (heavy duty); palm (hydrogenated),1.0 tbsp,113
Shortening frying (heavy duty); soybean (hydrogenated); linoleic (less than 1%),1.0 tbsp,113
Shortening household soybean (hydrogenated) and palm,1.0 tbsp,113
Shortening industrial; lard and vegetable oil,1.0 tbsp,115
Shortening industrial; soybean (hydrogenated) and cottonseed,1.0 tbsp,113
Shortening; confectionery; fractionated palm,1.0 tbsp,120
Shortening; household; lard and vegetable oil,1.0 tablespoon,115
Shortening; household; soybean (partially hydrogenated)-cottonseed (partially hydrogenated),1.0 tbsp,113
Shortening; industrial; soy (partially hydrogenated ) and corn for frying,1.0 tbsp,113
Shortening; industrial; soy (partially hydrogenated ) for baking and confections,1.0 tbsp,113
Shortening; industrial; soy (partially hydrogenated); pourable liquid fry shortening,1.0 tbsp,120
Shortening; multipurpose; soybean (hydrogenated) and palm (hydrogenated),1.0 tbsp,113
Shortening; special purpose for baking; soybean (hydrogenated) palm and cottonseed,1.0 tbsp,113
Shortening; special purpose for cakes and frostings; soybean (hydrogenated),1.0 tbsp,113
Shortening; vegetable; household; composite,1.0 tbsp,113
Side dishes; potato salad,0.333 cup,108
SILK Banana-Strawberry soy yogurt,1.0 container,150
SILK Black Cherry soy yogurt,1.0 container,150
SILK Blueberry soy yogurt,1.0 container,150
SILK Chai; soymilk,1.0 cup,129
SILK Chocolate; soymilk,1.0 cup,141
SILK Coffee; soymilk,1.0 cup,151
SILK French Vanilla Creamer,1.0 tbsp,20
SILK Hazelnut Creamer,1.0 tbsp,20
SILK Key Lime soy yogurt,1.0 container,150
SILK Light Chocolate; soymilk,1.0 cup,119
SILK Light Plain; soymilk,1.0 cup,70
SILK Light Vanilla; soymilk,1.0 cup,80
SILK Mocha; soymilk,1.0 cup,141
SILK Nog; soymilk,0.5 cup,90
SILK Original Creamer,1.0 tbsp,15
SILK Peach soy yogurt,1.0 container,160
SILK Plain soy yogurt,1.0 container,150
SILK Plain; soymilk,1.0 cup,100
SILK Plus Fiber; soymilk,1.0 cup,100
SILK Plus for Bone Health; soymilk,1.0 cup,100
SILK Plus Omega-3 DHA; soymilk,1.0 cup,109
SILK Raspberry soy yogurt,1.0 container,150
SILK Strawberry soy yogurt,1.0 container,160
SILK Unsweetened; soymilk,1.0 cup,80
SILK Vanilla soy yogurt (family size),1.0 container,179
SILK Vanilla soy yogurt (single serving size),1.0 container,150
SILK Vanilla; soymilk,1.0 cup,100
SILK Very Vanilla; soymilk,1.0 cup,129
SMART SOUP; French Lentil,10.0 oz 1 pouch,150
SMART SOUP; Greek Minestrone,10.0 oz 1 pouch,113
SMART SOUP; Indian Bean Masala,10.0 oz 1 pouch,161
SMART SOUP; Moroccan Chick Pea,10.0 oz 1 pouch,144
SMART SOUP; Santa Fe Corn Chowder,10.0 oz 1 pouch,156
SMART SOUP; Thai Coconut Curry,10.0 oz 1 pouch,102
SMART SOUP; Vietnamese Carrot Lemongrass,10.0 oz 1 pouch,125
Smoked link sausage; pork,"1.0 link (4"" long x 1-1/8"" dia)",210
